plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,notes,revision_date,date_added,gpc,image_url,image
4636,Fruits,Grapes,Red Globe,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4636-jicama-01_1625680849.jpg,4636-jicama-01_1625680849.jpg
4637,Fruits,Grapes,Red Seeded (All others not listed above),All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4638,Fruits,Grapes,Fantasy/Marroo,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4639,Vegetables,Lettuce,Mache,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4640,Vegetables,Lettuce,Romaine/Cos,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4640-romainecos_1625681114.jpg,4640-romainecos_1625681114.jpg
4641,Vegetables,Lettuce,Retailer Assigned,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4642,Vegetables,Lettuce,Retailer Assigned,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4643,Vegetables,Lettuce,Retailer Assigned,All Sizes,NA,NA,NA,Lactuca sativa,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4644,Vegetables,Malanga,NA,All Sizes,NA,NA,NA,Xanthosoma spp,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4644-malanga_1633956612.jpg,4644-malanga_1633956612.jpg
4645,Vegetables,Mushrooms,"Regular, Button",Small,NA,Less than 40mm diameter,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4645-mushrooms-white-button-02_1625681263.jpg,4645-mushrooms-white-button-02_1625681263.jpg
4646,Vegetables,Mushrooms,Black Forest,All Sizes,NA,NA,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4647,Vegetables,Mushrooms,Chanterelle,All Sizes,NA,NA,NA,Chanterella cibarius,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4647-mushrooms-chanterelles-1_1625681503.jpg,4647-mushrooms-chanterelles-1_1625681503.jpg
4648,Vegetables,Mushrooms,Cremini/Brown/Swiss Brown,All Sizes,NA,NA,NA,Agaricus spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4648-mushrooms-crimini-03_1625683668.jpg,4648-mushrooms-crimini-03_1625683668.jpg
4649,Vegetables,Mushrooms,Oyster,All Sizes,NA,NA,NA,Pleuotus ostreatus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4649-mushrooms-oyster-02-web_1625683754.jpg,4649-mushrooms-oyster-02-web_1625683754.jpg
4650,Vegetables,Mushrooms,"Portabella (Synonymous with Cremini, Brown, Swiss Brown Mushrooms)",All Sizes,NA,NA,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4650-mushrooms-portabellas-large-02_1625683846.jpg,4650-mushrooms-portabellas-large-02_1625683846.jpg
4651,Vegetables,Mushrooms,Shiitake,All Sizes,NA,NA,NA,Lentinus edodes,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4651-mushrooms-shiitake-02_1625683935.jpg,4651-mushrooms-shiitake-02_1625683935.jpg
4652,Vegetables,Mushrooms,Wood Ear,All Sizes,NA,NA,NA,Auricularia auricula,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4652-wood-ear-mushroom_1637096085.jpg,4652-wood-ear-mushroom_1637096085.jpg
4653,Vegetables,Mushrooms,Retailer Assigned,All Sizes,NA,NA,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4654,Vegetables,Mushrooms,Retailer Assigned,All Sizes,NA,NA,NA,Agaricus bisporus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4655,Vegetables,Okra,Regular (Green),All Sizes,NA,NA,NA,Abelmoschus esculentus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4655-okra-03_1625684048.jpg,4655-okra-03_1625684048.jpg
4656,Vegetables,Okra,Chinese,All Sizes,NA,NA,NA,Luffa acutangula,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4657,Vegetables,Okra,Red,All Sizes,NA,NA,NA,A.esculentus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4658,Vegetables,Onions,Boiling,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4659,Vegetables,Onions,Bulb,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4660,Vegetables,Onions,Pearl,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4660-onions-pearl-white-02_1625684218.jpg,4660-onions-pearl-white-02_1625684218.jpg
4661,Vegetables,Onions,"Pickling, White",All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4662,Vegetables,Onions,Shallots,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4662-shallots_1634145796.jpg,4662-shallots_1634145796.jpg
4663,Vegetables,Onions,White,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4663-white-onion_1634144207.jpg,4663-white-onion_1634144207.jpg
4664,Vegetables,Tomatoes,"Regular - Red, On the Vine (Truss)",All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4664-tomatoes-on-the-vine_1633372989.jpg,4664-tomatoes-on-the-vine_1633372989.jpg
4665,Vegetables,Onions,Yellow/Brown,Small,2 3/4 size and smaller,Min diameter less than 75mm,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4093-onions-yellow-01-1625064621_1632941716.jpg,4093-onions-yellow-01-1625064621_1632941716.jpg
4666,Vegetables,Onions,Retailer Assigned,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4667,Vegetables,Onions,Retailer Assigned,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4668,Vegetables,Onions,Retailer Assigned,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4669,Vegetables,Onions,Retailer Assigned,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4670,Vegetables,Onions,Retailer Assigned,All Sizes,NA,NA,NA,Allium spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4671,Vegetables,Parsley Root(Hamburg Parsley),NA,All Sizes,NA,NA,NA,Petroselinum crispum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4672,Vegetables,Parsnip,NA,All Sizes,NA,NA,NA,Pastinaca sativa,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4672-parsnip_1633958885.jpg,4672-parsnip_1633958885.jpg
4673,Vegetables,Peas,Blackeyed,All Sizes,NA,NA,NA,Vigna unguiculata,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4673-peas-black-eyed-01_1625684339.jpg,4673-peas-black-eyed-01_1625684339.jpg
4674,Vegetables,Peas,Green,All Sizes,NA,NA,NA,Pisum sativum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4675,Vegetables,Peas,Sugar Snap,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4675-peas-sugar-snap-01_1625684463.jpg,4675-peas-sugar-snap-01_1625684463.jpg
4676,Vegetables,Peas,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4677,Vegetables,Peppers (Capsicums),Anaheim (Green and Red),All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4677-chiles-anaheim-13_1625684608.jpg,4677-chiles-anaheim-13_1625684608.jpg
4678,Vegetables,Peppers (Capsicums),Banana (Yellow Long),All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4679,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Brown",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4680,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Golden (Yellow)",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4680-bells-yellow-03_1625684765.jpg,4680-bells-yellow-03_1625684765.jpg
4681,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Green",Small,med. size and smaller,Min diameter less than 65mm,NA,Capsicum spp.,NA,NA,2021-09-29,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4065-bells-green-08-1625063277_1632946476.jpg,4065-bells-green-08-1625063277_1632946476.jpg
4682,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Orange",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4682-bells-orange-01_1625684866.jpg,4682-bells-orange-01_1625684866.jpg
4683,Vegetables,Peppers (Capsicums),"Bell, Field Grown - Purple",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4683-purple-pepper_1637092331.jpg,4683-purple-pepper_1637092331.jpg
4684,Vegetables,Peppers (Capsicums),"Bell, Field Grown - White",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4685,Vegetables,Peppers (Capsicums),Chili - Dried,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4685-dried-chili-pepper_1637183609.jpg,4685-dried-chili-pepper_1637183609.jpg
4686,Vegetables,Peppers (Capsicums),Chili - Green,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4687,Vegetables,Peppers (Capsicums),Cubanelle,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4687-pepper-cubanelle_1633962380.jpg,4687-pepper-cubanelle_1633962380.jpg
4688,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Red",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4088-bells-red-02-1625064268-1_1633356670.jpg,4088-bells-red-02-1625064268-1_1633356670.jpg
4689,Vegetables,Peppers (Capsicums),"Bell, Greenhouse - Yellow",All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4680-bells-yellow-03-1625684765_1633356382.jpg,4680-bells-yellow-03-1625684765_1633356382.jpg
4690,Vegetables,Peppers (Capsicums),Hot (Hungarian Hot),All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4691,Vegetables,Peppers (Capsicums),Hot Mixed,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4692,Vegetables,Peppers (Capsicums),Hungarian Wax,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4692-hungarian-wax-pepper_1635256666.jpg,4692-hungarian-wax-pepper_1635256666.jpg
4693,Vegetables,Peppers (Capsicums),Jalapeno - Green/Mexican Green,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4693-jalapeno-01_1625685003.jpg,4693-jalapeno-01_1625685003.jpg
4694,Vegetables,Peppers (Capsicums),Jalapeno - Red/Mexican Red,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4694-red-jalapeno_1635178886.jpg,4694-red-jalapeno_1635178886.jpg
4695,Vegetables,Peppers (Capsicums),Japanese - Red,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4696,Vegetables,Peppers (Capsicums),Long Hot - Green,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4696-pepper-long-hot_1633962508.jpg,4696-pepper-long-hot_1633962508.jpg
4697,Vegetables,Peppers (Capsicums),Long Hot - Red,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4698,Vegetables,Peppers (Capsicums),Morita Chili,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4699,Vegetables,Peppers (Capsicums),Negro,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4700,Vegetables,Peppers (Capsicums),New Mexico,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4701,Vegetables,Peppers (Capsicums),Pasilla - Green,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4701-chiles-serrano-10_1625750982.jpg,4701-chiles-serrano-10_1625750982.jpg
4702,Vegetables,Peppers (Capsicums),Pasilla - Red,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4702-chiles-pasilla-01_1625751147.jpg,4702-chiles-pasilla-01_1625751147.jpg
4703,Vegetables,Peppers (Capsicums),Pasilla Pod,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4704,Vegetables,Peppers (Capsicums),Pinole,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4705,Vegetables,Peppers (Capsicums),Poblano,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4705-poblano-pepper_1633962636.jpg,4705-poblano-pepper_1633962636.jpg
4706,Vegetables,Peppers (Capsicums),Red Cheese,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4707,Vegetables,Peppers (Capsicums),Red Finger,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4707-red-finger-pepper_1635257097.jpg,4707-red-finger-pepper_1635257097.jpg
4708,Vegetables,Peppers (Capsicums),Red Pimiento/ Red Sweet Long,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4709,Vegetables,Peppers (Capsicums),Serrano,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4709-serrano-pepper_1635174399.jpg,4709-serrano-pepper_1635174399.jpg
4710,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4711,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4712,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4713,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4714,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4715,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4716,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4717,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4718,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4719,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4720,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4721,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4722,Vegetables,Peppers (Capsicums),Retailer Assigned,All Sizes,NA,NA,NA,Capsicum spp.,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4723,Vegetables,Potato,Creamer - Red,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4724,Vegetables,Potato,Creamer - White,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4725,Vegetables,Potato,Russet,All Sizes,NA,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4725-potatoes-02_1625751284.jpg,4725-potatoes-02_1625751284.jpg
4726,Vegetables,Potato,Long - White,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4727,Vegetables,Potato,Yellow,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4728,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4729,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4730,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4731,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4732,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4733,Vegetables,Potato,Retailer Assigned,All Sizes,NA,NA,NA,Solanum tuberosum,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4734,Vegetables,Pumpkin,Mini,All Sizes,NA,NA,NA,Cucurbita pepo,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4734-mini-pumpkin_1633964765.jpg,4734-mini-pumpkin_1633964765.jpg
4735,Vegetables,Pumpkin,Regular,All Sizes,NA,NA,NA,Cucurbita pepo,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4735-pumpkin-regular_1633964898.jpg,4735-pumpkin-regular_1633964898.jpg
4736,Vegetables,Pumpkin,Retailer Assigned,All Sizes,NA,NA,NA,Cucurbita pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4737,Vegetables,Pumpkin,Retailer Assigned,All Sizes,NA,NA,NA,Cucurbita pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4738,Vegetables,Radicchio,NA,All Sizes,NA,NA,NA,Cichorium intybus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4738-radicchio-04_1625751428.jpg,4738-radicchio-04_1625751428.jpg
4739,Vegetables,Radish,Black,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4739-radish-black-03_1625751544.jpg,4739-radish-black-03_1625751544.jpg
4740,Vegetables,Radish,Bunched White,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4741,Vegetables,Radish,Italian Red,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4742,Vegetables,Radish,Red,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4742-radishes-10_1625751647.jpg,4742-radishes-10_1625751647.jpg
4743,Vegetables,Radish,White/Icicle,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4744,Vegetables,Radish,Retailer Assigned,All Sizes,NA,NA,NA,Raphanus sativus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4745,Vegetables,Rhubarb,Regular,All Sizes,NA,NA,NA,Rheum x rhabarbarum,NA,NA,2021-02-26,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4745-rhubarb-01_1625751764.jpg,4745-rhubarb-01_1625751764.jpg
4746,Vegetables,Rhubarb,Retailer Assigned,All Sizes,NA,NA,NA,Rheum x rhabarbarum,NA,NA,2021-02-26,1999-12-31,NA,NA,NA
4747,Vegetables,Rutabagas (Swede),Regular,All Sizes,NA,NA,NA,Brassica napus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4747-rutabaga_1635168852.jpg,4747-rutabaga_1635168852.jpg
4748,Vegetables,Rutabagas (Swede),Retailer Assigned,All Sizes,NA,NA,NA,Brassica napus,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4749,Vegetables,Spinach,Retailer Assigned,All Sizes,NA,NA,NA,NA,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4750,Vegetables,Squash,Acorn/Table Queen,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4750-squash-acorn-01_1625751871.jpg,4750-squash-acorn-01_1625751871.jpg
4751,Vegetables,Squash,Acorn - Golden,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4752,Vegetables,Squash,Acorn - Swan White Table Queen,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4753,Vegetables,Squash,Australian Blue,All Sizes,NA,NA,NA,C.maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4754,Vegetables,Squash,Baby Scallopini,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4755,Vegetables,Squash,Baby Summer (Green),All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4756,Vegetables,Squash,Baby Green Zucchini/Courgette,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4756-squash-zucchini-baby-01_1625752136.jpg,4756-squash-zucchini-baby-01_1625752136.jpg
4757,Vegetables,Squash,Banana,All Sizes,NA,NA,NA,C.maxima,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4757-squash-banana_1625752222.JPG,4757-squash-banana_1625752222.JPG
4758,Vegetables,Squash,Buttercup,All Sizes,NA,NA,NA,C.maxima,NA,NA,2018-10-08,1999-12-31,NA,NA,NA
4759,Vegetables,Squash,Butternut,All Sizes,NA,NA,NA,C.maxima,NA,NA,2018-10-08,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4759-squash-butternut-04_1625752374.jpg,4759-squash-butternut-04_1625752374.jpg
4760,Vegetables,Squash,Calabaza,All Sizes,NA,NA,NA,C.moschata,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4761,Vegetables,Squash,Chayote/Choko,All Sizes,NA,NA,NA,Sechium edule,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4761-squash-chayote_1635179721.jpg,4761-squash-chayote_1635179721.jpg
4762,Vegetables,Artichokes,NA,Extra Large,24 size and larger,NA,NA,Cynara scolymus,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4762-artichokes_1630598603.jpg,4762-artichokes_1630598603.jpg
4763,Vegetables,Squash,Delicata/Sweet Potato,All Sizes,NA,NA,NA,C.maxima,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4763-squash-delicata-03_1625752465.JPG,4763-squash-delicata-03_1625752465.JPG
4764,Vegetables,Squash,(Sweet) Dumpling,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4765,Vegetables,Squash,Gem,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4766,Vegetables,Squash,Golden Delicious,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4767,Vegetables,Squash,Golden Nugget,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4768,Vegetables,Squash,Hubbard,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4769,Vegetables,Squash,Kabocha,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4769-kabocha-squash_1635267562.jpg,4769-kabocha-squash_1635267562.jpg
4770,Fruits,Avocados,Hass,All Sizes,36 size and larger,Average Fruit Weight = 315g and above,NA,Persea americana,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4770-hass-avocado_1635959908.jpg,4770-hass-avocado_1635959908.jpg
4771,Fruits,Avocados,Green,Medium,20 and 28 size,NA,Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.,Persea americana,NA,NA,2021-10-29,1999-12-31,NA,NA,NA
4772,Vegetables,Peppers (Capsicums),Chili - Yellow,All Sizes,NA,NA,NA,Capsicum spp,NA,NA,1999-12-31,1999-12-31,NA,http://check.ifpsglobal.com/file/view/4772-chiles-caribe-yellow_1625752661.jpg,4772-chiles-caribe-yellow_1625752661.jpg
4773,Vegetables,Squash,Patty Pan/Summer,All Sizes,NA,NA,NA,C.pepo,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
4774,Vegetables,Squash,Red Kuri,All Sizes,NA,NA,NA,C. pepo/C. maxima,NA,NA,1999-12-31,1999-12-31,NA,NA,NA
